site,plotID,year,shannon_exotic,evenness_exotic,nspp_exotic,shannon_notexotic,evenness_notexotic,nspp_notexotic,shannon_native,evenness_native,nspp_native,shannon_unknown,evenness_unknown,nspp_unknown,rel_cover_native,rel_cover_unknown,rel_cover_exotic,cover_native,cover_unknown,cover_exotic,rel_cover_notexotic,cover_notexotic,shannon_total,evenness_total,nspp_total,shannon_family,evenness_family,nfamilies,invaded,turnover,nestedness,monthyear.x,year_plot,easting.x,northing.x,mean.max.canopy.ht.aop,max.canopy.ht.aop,rumple.aop,deepgaps.aop,deepgap.fraction.aop,cover.fraction.aop,top.rugosity.aop,vert.sd.aop,sd.sd.aop,entropy.aop,GFP.AOP.aop,VAI.AOP.aop,VCI.AOP.aop,siteID,monthyear.y,sitemonthyear,latitude,longitude,easting.y,northing.y,X_TSC_2015median,X_TSC_2016median,X_TSC_2017median,X_TSC_2018median,X_TSC_2019median,X_TSC_2020median
SOAP,SOAP_018,2019,0,0,0,0.01280794,0.00640397,2,0.01280794,0.00640397,2,0,0,0,1,0,0,71.75,0,0,1,71.75,0.01280794,0.00640397,2,0.01280794,0.00640397,2,not_invaded,0,0.5,2019-06,2019SOAP_018,300434.504,4100441.567,1.472811308,23.306,1.686147398,160,0.09518144,0.90481856,3.781453959,8.150689991,3.247353025,0.480699124,0.891440288,10.37366698,NA,SOAP,6/1/2019,SOAP2019-06,37.028985,-119.243605,300434.504,4100441.567,4,322,631,996,1145,111
SOAP,SOAP_019,2019,0.728232977,0.242744326,3,0.838833028,0.083883303,10,0.558259551,0.079751364,7,1.007534156,0.335844719,3,0.747399703,0.054977712,0.197622585,31.4375,2.3125,8.3125,0.802377415,33.75,1.314064871,0.101081913,13,1.027797041,0.12847463,8,invaded,0.795180723,0.048855974,2019-06,2019SOAP_019,300253.709,4100652.237,4.912011278,36.018,4.699579318,85,0.05056514,0.94943486,7.525646154,11.31924425,3.330143425,0.529547991,0.910273909,11.21804681,NA,SOAP,6/1/2019,SOAP2019-06,37.030844,-119.245692,300253.709,4100652.237,0,42,407,772,1073,471
SOAP,SOAP_020,2018,0.975955773,0.162659295,6,1.028331784,0.085694315,12,0.502002541,0.05577806,9,0.13619932,0.045399773,3,0.470521542,0.304988662,0.224489796,25.9375,16.8125,12.375,0.775510204,42.75,1.549105996,0.086061444,18,1.171991238,0.130221249,9,invaded,0.722222222,0.085470085,2018-06,2018SOAP_020,299265.588,4101312.94,12.07092583,31.837,4.447777836,90,0.05353956,0.94646044,9.050010773,12.47494684,3.379321841,0.549898608,0.883987605,18.00406139,NA,SOAP,6/1/2018,SOAP2018-06,37.036585,-119.25697,299265.588,4101312.94,0,330,407,772,1097,1303
SOAP,SOAP_020,2018,0.975955773,0.162659295,6,1.028331784,0.085694315,12,0.502002541,0.05577806,9,0.13619932,0.045399773,3,0.470521542,0.304988662,0.224489796,25.9375,16.8125,12.375,0.775510204,42.75,1.549105996,0.086061444,18,1.171991238,0.130221249,9,invaded,0.722222222,0.085470085,2018-06,2018SOAP_020,299265.588,4101312.94,12.07092583,31.837,4.447777836,90,0.05353956,0.94646044,9.050010773,12.47494684,3.379321841,0.549898608,0.883987605,18.00406139,NA,SOAP,6/1/2019,SOAP2019-06,37.036585,-119.25697,299265.588,4101312.94,0,330,407,772,1097,1303
SOAP,SOAP_020,2019,1.017099968,0.203419994,5,0.822174901,0.08221749,10,0.568103387,0.081157627,7,0.361787533,0.120595844,3,0.849673203,0.070261438,0.080065359,32.5,2.6875,3.0625,0.919934641,35.1875,1.116710619,0.074447375,15,1.032068397,0.10320684,10,invaded,0.567164179,0.184972573,2019-06,2019SOAP_020,299265.588,4101312.94,10.30661893,29.433,3.988777906,96,0.057108864,0.942891136,9.252769397,10.77192674,2.959297449,0.529127344,0.879585655,14.66638701,NA,SOAP,6/1/2018,SOAP2018-06,37.036585,-119.25697,299265.588,4101312.94,0,330,407,772,1097,1303
SOAP,SOAP_020,2019,1.017099968,0.203419994,5,0.822174901,0.08221749,10,0.568103387,0.081157627,7,0.361787533,0.120595844,3,0.849673203,0.070261438,0.080065359,32.5,2.6875,3.0625,0.919934641,35.1875,1.116710619,0.074447375,15,1.032068397,0.10320684,10,invaded,0.567164179,0.184972573,2019-06,2019SOAP_020,299265.588,4101312.94,10.30661893,29.433,3.988777906,96,0.057108864,0.942891136,9.252769397,10.77192674,2.959297449,0.529127344,0.879585655,14.66638701,NA,SOAP,6/1/2019,SOAP2019-06,37.036585,-119.25697,299265.588,4101312.94,0,330,407,772,1097,1303
SOAP,SOAP_021,2019,0,0,0,0.340729288,0.042591161,8,0.317216044,0.045316578,7,0,0,1,0.996247655,0.003752345,0,33.1875,0.125,0,1,33.3125,0.340729288,0.042591161,8,0.248459333,0.03549419,7,not_invaded,0.842105263,0.054446461,2019-06,2019SOAP_021,297556.554,4101313.92,12.56964713,43.177,4.492967555,94,0.055919096,0.944080904,11.3667656,14.2791997,2.993643156,0.548506191,0.929040923,10.57431778,NA,SOAP,6/1/2019,SOAP2019-06,37.036227,-119.276172,297556.554,4101313.92,0,5,195,372,713,907
SOAP,SOAP_022,2019,0,0,1,0.563354301,0.051214027,11,0.347906371,0.043488296,8,0.354598828,0.118199609,3,0.941176471,0.055555556,0.003267974,36,2.125,0.125,0.996732026,38.125,0.583480428,0.048623369,12,0.556059308,0.055605931,10,invaded,0.755555556,0.106944444,2019-06,2019SOAP_022,299653.818,4101491.777,5.302902839,27.344,2.758737442,96,0.057108864,0.942891136,6.919731025,19.5630972,4.975617158,0.616843537,0.932062222,16.63536528,NA,SOAP,6/1/2018,SOAP2018-06,37.038279,-119.252655,299653.818,4101491.777,0,0,0,0,0,0
SOAP,SOAP_022,2019,0,0,1,0.563354301,0.051214027,11,0.347906371,0.043488296,8,0.354598828,0.118199609,3,0.941176471,0.055555556,0.003267974,36,2.125,0.125,0.996732026,38.125,0.583480428,0.048623369,12,0.556059308,0.055605931,10,invaded,0.755555556,0.106944444,2019-06,2019SOAP_022,299653.818,4101491.777,5.302902839,27.344,2.758737442,96,0.057108864,0.942891136,6.919731025,19.5630972,4.975617158,0.616843537,0.932062222,16.63536528,NA,SOAP,6/1/2019,SOAP2019-06,37.038279,-119.252655,299653.818,4101491.777,0,0,0,0,0,0
SOAP,SOAP_022,2018,1.037796816,0.259449204,4,1.267398389,0.097492184,13,0.953770248,0.079480854,12,0,0,1,0.754253308,0.200378072,0.04536862,49.875,13.25,3,0.95463138,63.125,1.441627395,0.084801611,17,1.139974813,0.126663868,9,invaded,0.754716981,0.111949686,2018-06,2018SOAP_022,299653.818,4101491.777,6.61702439,41.81,3.252049549,82,0.048780488,0.951219512,7.506798061,19.33391552,4.686339841,0.616786281,0.939829282,11.37435615,NA,SOAP,6/1/2018,SOAP2018-06,37.038279,-119.252655,299653.818,4101491.777,0,0,0,0,0,0
SOAP,SOAP_022,2018,1.037796816,0.259449204,4,1.267398389,0.097492184,13,0.953770248,0.079480854,12,0,0,1,0.754253308,0.200378072,0.04536862,49.875,13.25,3,0.95463138,63.125,1.441627395,0.084801611,17,1.139974813,0.126663868,9,invaded,0.754716981,0.111949686,2018-06,2018SOAP_022,299653.818,4101491.777,6.61702439,41.81,3.252049549,82,0.048780488,0.951219512,7.506798061,19.33391552,4.686339841,0.616786281,0.939829282,11.37435615,NA,SOAP,6/1/2019,SOAP2019-06,37.038279,-119.252655,299653.818,4101491.777,0,0,0,0,0,0
SOAP,SOAP_023,2019,0.379553999,0.0948885,4,0.439867942,0.025874585,17,0.337372579,0.025951737,13,1.168518406,0.292129601,4,0.914327917,0.016248154,0.069423929,38.6875,0.6875,2.9375,0.930576071,39.375,0.687826986,0.032753666,21,0.61143917,0.050953264,12,invaded,0.695652174,0.188645347,2019-06,2019SOAP_023,300046.167,4101253.172,8.127422208,41.1,3.990273242,87,0.051754908,0.948245092,8.474058933,19.10191601,3.887807937,0.610137305,0.922094209,17.93959261,NA,SOAP,6/1/2019,SOAP2019-06,37.036213,-119.248183,300046.167,4101253.172,0,0,0,0,57,171
SOAP,SOAP_024,2019,0,0,1,1.163580847,0.083112918,14,1.029988629,0.102998863,10,0.720124881,0.18003122,4,0.965292842,0.032537961,0.002169197,27.8125,0.9375,0.0625,0.997830803,28.75,1.176528205,0.078435214,15,1.130089616,0.094174135,12,invaded,0.8,0.038095238,2019-06,2019SOAP_024,296956.63,4100083.488,8.438310734,32.028,3.775718174,88,0.052349792,0.947650208,7.303182591,10.33192887,2.364726002,0.514484509,0.891599047,12.31741486,NA,SOAP,6/1/2019,SOAP2019-06,37.025014,-119.28258,296956.63,4100083.488,0,110,471,836,1169,1503
SOAP,SOAP_025,2019,1.327563392,0.265512678,5,1.882680031,0.08965143,21,1.640822951,0.109388197,15,0.381015238,0.06350254,6,0.766203704,0.157407407,0.076388889,20.6875,4.25,2.0625,0.923611111,24.9375,2.110135239,0.081159048,26,1.638485368,0.109232358,15,invaded,0.826446281,0.063027403,2019-06,2019SOAP_025,299144.661,4101432.864,4.617460038,34.47,2.440656526,92,0.054729328,0.945270672,7.450949392,17.64904034,3.007727154,0.582949441,0.939932128,10.7322476,NA,SOAP,6/1/2019,SOAP2019-06,37.037639,-119.25836,299144.661,4101432.864,0,0,0,0,0,0
SOAP,SOAP_026,2019,1.264017301,0.316004325,4,1.944142532,0.102323291,19,1.99004057,0.124377536,16,0.137019931,0.04567331,3,0.496031746,0.30952381,0.194444444,7.8125,4.875,3.0625,0.805555556,12.6875,2.304499617,0.100195636,23,1.693034155,0.120931011,14,invaded,0.692307692,0.110970996,2019-06,2019SOAP_026,298065.851,4100652.112,0.837473518,16.089,1.311996201,95,0.05651398,0.94348602,2.033948815,15.030155,1.400102786,0.567433332,0.904513961,14.94277987,NA,SOAP,6/1/2019,SOAP2019-06,37.030375,-119.270272,298065.851,4100652.112,0,0,0,0,0,0
SOAP,SOAP_027,2019,1.263479494,0.252695899,5,2.187646084,0.09115192,24,1.672955687,0.092941983,18,1.395669456,0.232611576,6,0.681318681,0.263736264,0.054945055,11.625,4.5,0.9375,0.945054945,16.125,2.349693613,0.081023918,29,1.737297852,0.096516547,18,invaded,0.849315068,0.06920345,2019-06,2019SOAP_027,297435.936,4100563.938,0.185784596,14.225,1.059653175,84,0.049970256,0.950029744,0.812248548,12.33053731,1.720888187,0.533715118,0.900592021,15.94012128,NA,SOAP,6/1/2019,SOAP2019-06,37.029446,-119.277325,297435.936,4100563.938,0,0,0,0,0,0
SOAP,SOAP_028,2019,0.233791659,0.116895829,2,1.995184955,0.099759248,20,1.72072153,0.122908681,14,1.087365083,0.181227514,6,0.857819905,0.104265403,0.037914692,22.625,2.75,1,0.962085308,25.375,2.089661608,0.094984619,22,1.749958426,0.145829869,12,invaded,0.8,0.102439024,2019-06,2019SOAP_028,297794.611,4100081.906,2.879625,10.246,1.562894894,97,0.057703748,0.942296252,1.610049248,16.02219555,2.633624044,0.571006888,0.920445621,16.56117417,NA,SOAP,6/1/2019,SOAP2019-06,37.025181,-119.273166,297794.611,4100081.906,12,202,367,380,745,927
SOAP,SOAP_029,2019,0.964491085,0.241122771,4,1.581337814,0.131778151,12,1.752397467,0.19471083,9,0.287488438,0.095829479,3,0.307692308,0.426573427,0.265734266,2.75,3.8125,2.375,0.734265734,6.5625,1.99639023,0.124774389,16,1.609691769,0.134140981,12,invaded,0.693333333,0.118142077,2019-06,2019SOAP_029,298364.29,4101342.088,0.361627746,11.616,1.169342021,88,0.052349792,0.947650208,1.279839114,13.06184635,3.721517965,0.552677562,0.904209717,15.49872647,NA,SOAP,6/1/2019,SOAP2019-06,37.036654,-119.267104,298364.29,4101342.088,0,0,0,68,433,799
SOAP,SOAP_030,2019,0.673011667,0.336505834,2,1.906056087,0.086638913,22,1.652921093,0.097230653,17,0.975433819,0.195086764,5,0.889221557,0.095808383,0.01497006,18.5625,2,0.3125,0.98502994,20.5625,1.96535453,0.081889772,24,1.821362355,0.113835147,16,invaded,0.879120879,0.031448227,2019-06,2019SOAP_030,297163.894,4101039.895,2.128538173,17.743,1.695980522,83,0.049375372,0.950624628,3.774298558,7.400400371,2.074050751,0.469638506,0.879339375,10.1751074,NA,SOAP,6/1/2019,SOAP2019-06,37.033674,-119.28051,297163.894,4101039.895,0,0,0,0,0,0
SOAP,SOAP_031,2017,1.214566224,0.121456622,10,1.345586517,0.025876664,52,1.288542869,0.028011801,46,1.569157332,0.261526222,6,0.900876859,0.008768586,0.090354556,49.22916667,0.479166667,4.9375,0.909645444,49.70833333,1.637105606,0.026404929,62,1.389259226,0.049616401,28,invaded,0.750988142,0.117761858,2017-06,2017SOAP_031,299684.194,4101165.058,11.08077548,49.417,4.763681359,82,0.048780488,0.951219512,10.67218855,13.64320763,4.031691614,0.564050377,0.902593957,14.63601686,NA,SOAP,6/1/2017,SOAP2017-06,37.035342,-119.252227,299684.194,4101165.058,0,0,0,48,133,463
SOAP,SOAP_031,2017,1.214566224,0.121456622,10,1.345586517,0.025876664,52,1.288542869,0.028011801,46,1.569157332,0.261526222,6,0.900876859,0.008768586,0.090354556,49.22916667,0.479166667,4.9375,0.909645444,49.70833333,1.637105606,0.026404929,62,1.389259226,0.049616401,28,invaded,0.750988142,0.117761858,2017-06,2017SOAP_031,299684.194,4101165.058,11.08077548,49.417,4.763681359,82,0.048780488,0.951219512,10.67218855,13.64320763,4.031691614,0.564050377,0.902593957,14.63601686,NA,SOAP,6/1/2018,SOAP2018-06,37.035342,-119.252227,299684.194,4101165.058,0,0,0,48,133,463
SOAP,SOAP_031,2017,1.214566224,0.121456622,10,1.345586517,0.025876664,52,1.288542869,0.028011801,46,1.569157332,0.261526222,6,0.900876859,0.008768586,0.090354556,49.22916667,0.479166667,4.9375,0.909645444,49.70833333,1.637105606,0.026404929,62,1.389259226,0.049616401,28,invaded,0.750988142,0.117761858,2017-06,2017SOAP_031,299684.194,4101165.058,11.08077548,49.417,4.763681359,82,0.048780488,0.951219512,10.67218855,13.64320763,4.031691614,0.564050377,0.902593957,14.63601686,NA,SOAP,6/1/2019,SOAP2019-06,37.035342,-119.252227,299684.194,4101165.058,0,0,0,48,133,463
SOAP,SOAP_031,2018,0.526997027,0.058555225,9,1.486704932,0.032319672,46,1.384930678,0.034623267,40,1.641321018,0.273553503,6,0.877730681,0.017606782,0.104662537,56.08333333,1.125,6.6875,0.895337463,57.20833333,1.721467938,0.031299417,55,1.497752872,0.06511969,23,invaded,0.742358079,0.107514695,2018-06,2018SOAP_031,299684.194,4101165.058,10.19579287,49.458,4.770620962,83,0.049375372,0.950624628,10.18857699,13.41420208,3.733787574,0.561252585,0.905337847,13.46127489,NA,SOAP,6/1/2017,SOAP2017-06,37.035342,-119.252227,299684.194,4101165.058,0,0,0,48,133,463
SOAP,SOAP_031,2018,0.526997027,0.058555225,9,1.486704932,0.032319672,46,1.384930678,0.034623267,40,1.641321018,0.273553503,6,0.877730681,0.017606782,0.104662537,56.08333333,1.125,6.6875,0.895337463,57.20833333,1.721467938,0.031299417,55,1.497752872,0.06511969,23,invaded,0.742358079,0.107514695,2018-06,2018SOAP_031,299684.194,4101165.058,10.19579287,49.458,4.770620962,83,0.049375372,0.950624628,10.18857699,13.41420208,3.733787574,0.561252585,0.905337847,13.46127489,NA,SOAP,6/1/2018,SOAP2018-06,37.035342,-119.252227,299684.194,4101165.058,0,0,0,48,133,463
SOAP,SOAP_031,2018,0.526997027,0.058555225,9,1.486704932,0.032319672,46,1.384930678,0.034623267,40,1.641321018,0.273553503,6,0.877730681,0.017606782,0.104662537,56.08333333,1.125,6.6875,0.895337463,57.20833333,1.721467938,0.031299417,55,1.497752872,0.06511969,23,invaded,0.742358079,0.107514695,2018-06,2018SOAP_031,299684.194,4101165.058,10.19579287,49.458,4.770620962,83,0.049375372,0.950624628,10.18857699,13.41420208,3.733787574,0.561252585,0.905337847,13.46127489,NA,SOAP,6/1/2019,SOAP2019-06,37.035342,-119.252227,299684.194,4101165.058,0,0,0,48,133,463
SOAP,SOAP_031,2019,0,0,1,0.479788197,0.043617109,11,0.458800837,0.045880084,10,0,0,1,0.961038961,0.003246753,0.035714286,37,0.125,1.375,0.964285714,37.125,0.616729008,0.051394084,12,0.520115048,0.065014381,8,invaded,0.75,0.103658537,2019-06,2019SOAP_031,299684.194,4101165.058,8.039627034,47.814,4.317012074,83,0.049375372,0.950624628,8.563350694,12.84509694,3.779835585,0.55169094,0.890656981,17.77111758,NA,SOAP,6/1/2017,SOAP2017-06,37.035342,-119.252227,299684.194,4101165.058,0,0,0,48,133,463
SOAP,SOAP_031,2019,0,0,1,0.479788197,0.043617109,11,0.458800837,0.045880084,10,0,0,1,0.961038961,0.003246753,0.035714286,37,0.125,1.375,0.964285714,37.125,0.616729008,0.051394084,12,0.520115048,0.065014381,8,invaded,0.75,0.103658537,2019-06,2019SOAP_031,299684.194,4101165.058,8.039627034,47.814,4.317012074,83,0.049375372,0.950624628,8.563350694,12.84509694,3.779835585,0.55169094,0.890656981,17.77111758,NA,SOAP,6/1/2018,SOAP2018-06,37.035342,-119.252227,299684.194,4101165.058,0,0,0,48,133,463
SOAP,SOAP_031,2019,0,0,1,0.479788197,0.043617109,11,0.458800837,0.045880084,10,0,0,1,0.961038961,0.003246753,0.035714286,37,0.125,1.375,0.964285714,37.125,0.616729008,0.051394084,12,0.520115048,0.065014381,8,invaded,0.75,0.103658537,2019-06,2019SOAP_031,299684.194,4101165.058,8.039627034,47.814,4.317012074,83,0.049375372,0.950624628,8.563350694,12.84509694,3.779835585,0.55169094,0.890656981,17.77111758,NA,SOAP,6/1/2019,SOAP2019-06,37.035342,-119.252227,299684.194,4101165.058,0,0,0,48,133,463
SOAP,SOAP_043,2017,1.112904087,0.158986298,7,2.095337431,0.041906749,50,1.969939678,0.045812551,43,1.323086399,0.189012343,7,0.88426528,0.030775899,0.084958821,42.5,1.479166667,4.083333333,0.915041179,43.97916667,2.302587591,0.040396274,57,2.003237227,0.069077146,29,invaded,0.765714286,0.074129464,2017-06,2017SOAP_043,298214.494,4101101.06,8.637947267,36.05,3.787755993,126,0.074955384,0.925044616,6.831637914,18.72117373,3.06980677,0.599798011,0.934009867,12.12181007,NA,SOAP,6/1/2017,SOAP2017-06,37.034451,-119.268722,298214.494,4101101.06,0,0,0,0,0,0
SOAP,SOAP_043,2017,1.112904087,0.158986298,7,2.095337431,0.041906749,50,1.969939678,0.045812551,43,1.323086399,0.189012343,7,0.88426528,0.030775899,0.084958821,42.5,1.479166667,4.083333333,0.915041179,43.97916667,2.302587591,0.040396274,57,2.003237227,0.069077146,29,invaded,0.765714286,0.074129464,2017-06,2017SOAP_043,298214.494,4101101.06,8.637947267,36.05,3.787755993,126,0.074955384,0.925044616,6.831637914,18.72117373,3.06980677,0.599798011,0.934009867,12.12181007,NA,SOAP,6/1/2019,SOAP2019-06,37.034451,-119.268722,298214.494,4101101.06,0,0,0,0,0,0
SOAP,SOAP_043,2019,0.286835983,0.143417992,2,1.679235221,0.083961761,20,1.671151576,0.087955346,19,0,0,1,0.982550336,0.001342282,0.016107383,45.75,0.0625,0.75,0.983892617,45.8125,1.739283238,0.079058329,22,1.510102259,0.100673484,15,invaded,0.841269841,0.033730159,2019-06,2019SOAP_043,298214.494,4101101.06,6.065189224,19.469,2.947242105,122,0.072575848,0.927424152,5.617537285,19.28455551,2.230682118,0.603077121,0.931244861,14.24184521,NA,SOAP,6/1/2017,SOAP2017-06,37.034451,-119.268722,298214.494,4101101.06,0,0,0,0,0,0
SOAP,SOAP_043,2019,0.286835983,0.143417992,2,1.679235221,0.083961761,20,1.671151576,0.087955346,19,0,0,1,0.982550336,0.001342282,0.016107383,45.75,0.0625,0.75,0.983892617,45.8125,1.739283238,0.079058329,22,1.510102259,0.100673484,15,invaded,0.841269841,0.033730159,2019-06,2019SOAP_043,298214.494,4101101.06,6.065189224,19.469,2.947242105,122,0.072575848,0.927424152,5.617537285,19.28455551,2.230682118,0.603077121,0.931244861,14.24184521,NA,SOAP,6/1/2019,SOAP2019-06,37.034451,-119.268722,298214.494,4101101.06,0,0,0,0,0,0
SOAP,SOAP_044,2017,1.34858077,0.269716154,5,1.453382698,0.04274655,34,1.304281375,0.04497522,29,1.092460625,0.218492125,5,0.930147059,0.035294118,0.034558824,26.35416667,1,0.979166667,0.965441176,27.35416667,1.600009168,0.041025876,39,1.381541044,0.05756421,24,invaded,0.753363229,0.089941615,2017-06,2017SOAP_044,298153.994,4100769.585,9.00237406,27.207,2.506333752,44,0.026829268,0.973170732,5.101968589,13.99962191,3.916032574,0.558068058,0.913488788,12.52060989,NA,SOAP,6/1/2017,SOAP2017-06,37.031452,-119.269313,298153.994,4100769.585,0,0,0,0,0,0
SOAP,SOAP_044,2017,1.34858077,0.269716154,5,1.453382698,0.04274655,34,1.304281375,0.04497522,29,1.092460625,0.218492125,5,0.930147059,0.035294118,0.034558824,26.35416667,1,0.979166667,0.965441176,27.35416667,1.600009168,0.041025876,39,1.381541044,0.05756421,24,invaded,0.753363229,0.089941615,2017-06,2017SOAP_044,298153.994,4100769.585,9.00237406,27.207,2.506333752,44,0.026829268,0.973170732,5.101968589,13.99962191,3.916032574,0.558068058,0.913488788,12.52060989,NA,SOAP,6/1/2019,SOAP2019-06,37.031452,-119.269313,298153.994,4100769.585,0,0,0,0,0,0
SOAP,SOAP_044,2019,0.693147181,0.34657359,2,0.878159604,0.073179967,12,0.815124979,0.101890622,8,1.386294361,0.34657359,4,0.979695431,0.010152284,0.010152284,24.125,0.25,0.25,0.989847716,24.375,0.932981438,0.066641531,14,0.914060829,0.091406083,10,invaded,0.793103448,0.084447572,2019-06,2019SOAP_044,298153.994,4100769.585,8.562754896,18.996,2.460195817,57,0.034756098,0.965243902,5.095017992,12.74921014,3.330842585,0.547674699,0.912219921,12.04537996,NA,SOAP,6/1/2017,SOAP2017-06,37.031452,-119.269313,298153.994,4100769.585,0,0,0,0,0,0
SOAP,SOAP_044,2019,0.693147181,0.34657359,2,0.878159604,0.073179967,12,0.815124979,0.101890622,8,1.386294361,0.34657359,4,0.979695431,0.010152284,0.010152284,24.125,0.25,0.25,0.989847716,24.375,0.932981438,0.066641531,14,0.914060829,0.091406083,10,invaded,0.793103448,0.084447572,2019-06,2019SOAP_044,298153.994,4100769.585,8.562754896,18.996,2.460195817,57,0.034756098,0.965243902,5.095017992,12.74921014,3.330842585,0.547674699,0.912219921,12.04537996,NA,SOAP,6/1/2019,SOAP2019-06,37.031452,-119.269313,298153.994,4100769.585,0,0,0,0,0,0
TEAK,TEAK_003,2019,0,0,0,1.560649503,0.070938614,22,1.302944805,0.08143405,16,1.456223321,0.242703887,6,0.932415519,0.067584481,0,15.52083333,1.125,0,1,16.64583333,1.560649503,0.070938614,22,0.930756014,0.066482572,14,not_invaded,0.7,0.104878049,2019-07,2019TEAK_003,321123.175,4098200.103,5.774103189,31.317,3.437314717,82,0.048780488,0.951219512,7.422432462,13.53235365,4.72976993,0.508985838,0.911248371,17.21879914,NA,TEAK,7/1/2019,TEAK2019-07,37.012962,-119.010619,321123.175,4098200.103,0,0,0,0,0,0
TEAK,TEAK_004,2019,0,0,0,2.161797533,0.074544743,29,1.579550416,0.087752801,18,1.829600317,0.166327302,11,0.779783394,0.220216606,0,9,2.541666667,0,1,11.54166667,2.161797533,0.074544743,29,1.912313604,0.112489036,17,not_invaded,0.832116788,0.044888559,2019-07,2019TEAK_004,318811.023,4096997.789,9.243162484,43.155,4.157983074,87,0.051754908,0.948245092,12.18058378,14.45987362,6.017014058,0.520326789,0.911745505,14.08038253,NA,TEAK,7/1/2019,TEAK2019-07,37.001687,-119.036304,318811.023,4096997.789,0,0,0,0,0,0
TEAK,TEAK_007,2019,0,0,0,2.333046124,0.061395951,38,1.952256584,0.067319193,29,1.532000905,0.170222323,9,0.833105335,0.166894665,0,12.6875,2.541666667,0,1,15.22916667,2.333046124,0.061395951,38,2.035072005,0.119710118,17,not_invaded,0.761904762,0.074160812,2019-07,2019TEAK_007,317400.497,4096818.256,4.56176978,35.688,3.145422987,139,0.082688876,0.917311124,5.662014214,13.14406504,3.4977352,0.502164116,0.904431812,12.49285366,NA,TEAK,7/1/2019,TEAK2019-07,36.999797,-119.052104,317400.497,4096818.256,0,0,0,0,0,0
TEAK,TEAK_010,2019,0,0,0,2.13794527,0.068965976,31,1.749029624,0.079501347,22,1.345764066,0.149529341,9,0.828654405,0.171345595,0,17.83333333,3.6875,0,1,21.52083333,2.13794527,0.068965976,31,1.794570656,0.112160666,16,not_invaded,0.804347826,0.063299233,2019-07,2019TEAK_010,317703.194,4098436.45,11.92681812,51.458,5.839357388,103,0.061273052,0.938726948,14.13977577,16.74422458,7.983299594,0.534972266,0.904325402,19.60520786,NA,TEAK,7/1/2019,TEAK2019-07,37.014434,-119.049096,317703.194,4098436.45,0,0,0,0,0,0
TEAK,TEAK_011,2017,0,0,0,2.400400346,0.088903717,27,2.318017725,0.096584072,24,1.028183859,0.342727953,3,0.975951904,0.024048096,0,10.14583333,0.25,0,1,10.39583333,2.400400346,0.088903717,27,1.653340748,0.110222717,15,not_invaded,0.797619048,0.06416957,2017-07,2017TEAK_011,321781.785,4097208.486,10.32474308,38.276,4.804235129,128,0.076145152,0.923854848,10.38543099,10.55458041,3.971350895,0.446574695,0.898344425,11.01406866,NA,TEAK,7/1/2017,TEAK2017-07,37.004153,-119.002986,321781.785,4097208.486,0,0,0,0,0,0
TEAK,TEAK_011,2017,0,0,0,2.400400346,0.088903717,27,2.318017725,0.096584072,24,1.028183859,0.342727953,3,0.975951904,0.024048096,0,10.14583333,0.25,0,1,10.39583333,2.400400346,0.088903717,27,1.653340748,0.110222717,15,not_invaded,0.797619048,0.06416957,2017-07,2017TEAK_011,321781.785,4097208.486,10.32474308,38.276,4.804235129,128,0.076145152,0.923854848,10.38543099,10.55458041,3.971350895,0.446574695,0.898344425,11.01406866,NA,TEAK,7/1/2019,TEAK2019-07,37.004153,-119.002986,321781.785,4097208.486,0,0,0,0,0,0
TEAK,TEAK_011,2019,0,0,0,2.824599277,0.112983971,25,2.904041622,0.132001892,22,0.344598248,0.114866083,3,0.748691099,0.251308901,0,2.979166667,1,0,1,3.979166667,2.824599277,0.112983971,25,2.263424312,0.141464019,16,not_invaded,0.75,0.122340426,2019-07,2019TEAK_011,321781.785,4097208.486,9.052436468,37.714,4.903209614,107,0.063652588,0.936347412,9.982333078,10.31643992,4.012339487,0.443550724,0.901199575,9.971295279,NA,TEAK,7/1/2017,TEAK2017-07,37.004153,-119.002986,321781.785,4097208.486,0,0,0,0,0,0
TEAK,TEAK_011,2019,0,0,0,2.824599277,0.112983971,25,2.904041622,0.132001892,22,0.344598248,0.114866083,3,0.748691099,0.251308901,0,2.979166667,1,0,1,3.979166667,2.824599277,0.112983971,25,2.263424312,0.141464019,16,not_invaded,0.75,0.122340426,2019-07,2019TEAK_011,321781.785,4097208.486,9.052436468,37.714,4.903209614,107,0.063652588,0.936347412,9.982333078,10.31643992,4.012339487,0.443550724,0.901199575,9.971295279,NA,TEAK,7/1/2019,TEAK2019-07,37.004153,-119.002986,321781.785,4097208.486,0,0,0,0,0,0
TEAK,TEAK_012,2017,0,0,0,2.597674672,0.123698794,21,2.413793567,0.141987857,17,1.288252305,0.322063076,4,0.923611111,0.076388889,0,2.770833333,0.229166667,0,1,3,2.597674672,0.123698794,21,2.073729211,0.148123515,14,not_invaded,0.851851852,0.052339765,2017-07,2017TEAK_012,321215.94,4098291.344,12.00239596,38.562,4.326605658,95,0.05651398,0.94348602,9.395370652,14.4533158,5.033546967,0.519317726,0.900670897,16.10213269,NA,TEAK,7/1/2017,TEAK2017-07,37.013801,-119.009599,321215.94,4098291.344,0,0,0,0,0,0
